session start time,attempt end time,typical time ,actual duration,level,flower suatained,well sustained,impulisvity score,omission score,distraction endurance score,actuall atention time
2021/10/05 01:56:25 PM,2021/10/05 01:57:07 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 01:59:18 PM,2021/10/05 02:00:05 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:20:46 PM,2021/10/05 02:21:06 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:21:36 PM,2021/10/05 02:22:02 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:22:56 PM,2021/10/05 02:23:45 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:32:29 PM,2021/10/05 02:33:14 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:33:44 PM,2021/10/05 02:34:50 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:35:18 PM,2021/10/05 02:35:49 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:38:45 PM,2021/10/05 02:38:48 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 02:38:56 PM,2021/10/05 02:38:58 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:09:27 PM,2021/10/05 03:10:18 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:10:48 PM,2021/10/05 03:11:14 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:11:44 PM,2021/10/05 03:12:06 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:13:24 PM,2021/10/05 03:13:52 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:13:58 PM,2021/10/05 03:14:30 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
2021/10/05 03:19:50 PM,2021/10/05 03:20:23 PM,0,0,0,0,0,0,0,0,0,,actuall atention time
